test,cost,coverage,pastFaults, newFaults
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
2178,53021.0,56,10,108
1516,53021.0,56,10,108
3158,53021.0,56,10,108
4085,53021.0,56,10,108
1311,53021.0,56,10,108
